timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
43207,28.00,33.554,0,1117,1382,287,0,0,1846814,0
43307,28.00,32.719,0,1131,1382,287,0,0,1846814,0
43408,28.00,32.915,0,1145,1382,287,0,0,1846814,0
43508,28.00,30.328,0,1159,1382,287,0,0,1846814,0
43608,28.00,34.541,0,1173,1382,287,0,0,1846814,0
43740,28.00,34.853,0,1193,1382,287,0,0,1846814,0
43873,28.00,32.980,0,1221,1364,287,0,6,1846814,0
43973,30.00,33.321,0,1241,1382,287,0,0,1846814,0
44108,30.00,32.325,0,1263,1382,287,0,0,1846814,0
44233,30.00,31.920,0,1283,1382,287,0,0,1846814,0
44358,30.00,30.865,0,1303,1372,287,0,6,1846814,0
44487,30.00,33.487,0,1305,1382,287,0,0,1846814,0
44614,30.00,32.173,0,1305,1382,287,0,0,1846814,0
44742,30.00,31.660,0,1305,1382,287,0,0,1846814,0
44868,30.00,31.527,0,1313,1371,287,0,6,1846814,0
44994,32.00,30.255,0,1315,1382,287,0,0,1846814,0
45120,32.00,30.836,0,1315,1382,287,0,0,1846814,0
45246,32.00,32.797,0,1315,1382,287,0,0,1846814,0
45369,32.00,30.468,0,1319,1369,287,0,6,1846814,0
45490,32.00,30.243,0,1321,1382,287,0,0,1846814,0
45611,32.00,30.428,0,1321,1382,287,0,0,1846814,0
45733,32.00,31.019,0,1321,1382,287,0,0,1846814,0
45856,32.00,30.378,0,1321,1382,287,0,0,1846814,0
45978,32.00,30.115,0,1323,1382,287,0,0,1846814,0
46101,32.00,29.748,0,1323,1382,287,0,0,1846814,0
46221,32.00,29.519,0,1329,1367,287,0,6,1846814,0
46340,32.00,29.814,0,1331,1382,287,0,0,1846814,0
46459,32.00,30.212,0,1331,1382,287,0,0,1846814,0
46580,32.00,30.096,0,1331,1382,287,0,0,1846814,0
46700,32.00,29.750,0,1333,1382,287,0,0,1846814,0
46820,32.00,30.167,0,1333,1382,287,0,0,1846814,0
46939,33.00,30.030,0,1333,1382,287,0,0,1846814,0
47059,33.00,29.687,0,1339,1358,287,0,6,1846814,0
47179,33.00,29.924,0,1345,1382,287,0,0,1846814,0
47298,33.00,29.731,0,1345,1382,287,0,0,1846814,0
47418,33.00,30.104,0,1345,1382,287,0,0,1846814,0
47539,33.00,30.144,0,1345,1382,287,0,0,1846814,0
47658,33.00,30.203,0,1349,1382,287,0,0,1846814,0
47780,33.00,29.786,0,1349,1382,287,0,0,1846814,0
47899,33.00,29.702,0,1349,1382,287,0,0,1846814,0
48020,34.00,30.131,0,1351,1353,287,0,6,1846814,0
48139,34.00,30.070,0,1359,1377,287,0,5,1846814,0
48259,34.00,30.108,0,1359,1382,287,0,0,1846814,0
48379,34.00,29.848,0,1359,1382,287,0,0,1846814,0
48499,34.00,29.716,0,1359,1382,287,0,0,1846814,0
48619,34.00,30.066,0,1365,1374,287,0,6,1846814,0
48738,34.00,30.410,0,1367,1381,287,0,0,1846814,0
48858,34.00,29.505,0,1367,1381,287,0,0,1846814,0
48979,33.00,30.080,0,1367,1381,287,0,0,1846814,0
49099,33.00,30.164,0,1367,1381,287,0,0,1846814,0
49219,33.00,29.737,0,1369,1381,287,0,0,1846814,0
49339,33.00,30.527,0,1369,1381,287,0,0,1846814,0
49459,33.00,30.244,0,1375,1366,287,0,6,1846814,0
49583,33.00,29.991,0,1377,1382,287,0,0,1846814,0
49698,33.00,30.179,0,1377,1382,287,0,0,1846814,0
49819,33.00,29.850,0,1377,1382,287,0,0,1846814,0
